Level1	Level2	Level3	SEED_Function	P08	S19	P18	C08	S04
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Biosynthesis	Probable_transcriptional_activator_for_leuABCD_operon	4	11	1	2	5
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Acetoacetyl-CoA_synthetase_(EC_6.2.1.16)	0.5	2.222222222	1.1	0.7	3
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Acetoacetyl-CoA_synthetase_(EC_6.2.1.16)_/_Long-chain-fatty-acid--CoA_ligase_(EC_6.2.1.3)	0.785714286	0	1.95	0.5	0.476190476
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Acetoacetyl-CoA_synthetase_[leucine]_(EC_6.2.1.16)	0	0.333333333	0	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Acyl-CoA_dehydrogenase	0	0	0.333333333	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Branched-chain_acyl-CoA_dehydrogenase_(EC_1.3.99.12)	1.5	8.25	2.958333333	2.25	5.316666667
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	"Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_alpha_subunit_(EC_1.2.4.4)"	0	4.75	1	4	2.4
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	"Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_alpha_subunit_(EC_1.2.4.4)_/_Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_beta_subunit_(EC_1.2.4.4)"	0	3.15	4.7	5.5	3.6
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	"Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_beta_subunit_(EC_1.2.4.4)"	3.45	8.935714286	0.355263158	0.861111111	6.488888889
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Branched-chain_amino_acid_aminotransferase_(EC_2.6.1.42)	2.055555556	9.960058753	7.106421356	6.727777778	5.432575758
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Dihydrolipoamide_acyltransferase_component_of_branched-chain_alpha-keto_acid_dehydrogenase_complex_(EC_2.3.1.168)	0.5	5.125	1.629405286	1.105263158	1.581453634
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Dihydrolipoamide_dehydrogenase_(EC_1.8.1.4)	1.053571429	1.155357143	1.604761905	0.771793468	3.124512987
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Dihydrolipoamide_dehydrogenase_(EC_1.8.1.4)_/_Dihydrolipoamide_dehydrogenase_of_pyruvate_dehydrogenase_complex_(EC_1.8.1.4)	0	0.235294118	0	0	0.339869281
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Dihydrolipoamide_dehydrogenase_of_branched-chain_alpha-keto_acid_dehydrogenase_(EC_1.8.1.4)	0.25	0.25	0.333333333	0	0.0625
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Dihydrolipoamide_dehydrogenase_of_branched-chain_alpha-keto_acid_dehydrogenase_(EC_1.8.1.4)_/_Dihydrolipoamide_dehydrogenase_(EC_1.8.1.4)	0	1	0	0.285714286	0.928571429
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Dihydrolipoamide_dehydrogenase_of_pyruvate_dehydrogenase_complex_(EC_1.8.1.4)	0	0.059871703	0	0	0.471380471
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Dihydrolipoamide_dehydrogenase_of_pyruvate_dehydrogenase_complex_(EC_1.8.1.4)_@_Dihydrolipoamide_dehydrogenase_(EC_1.8.1.4)	0	0.090909091	0	0	0.061890838
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Dihydrolipoamide_succinyltransferase_component_(E2)_of_2-oxoglutarate_dehydrogenase_complex_(EC_2.3.1.61)	0	0	0.004405286	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	FadE25_2	0	0	0.333333333	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Hydroxymethylglutaryl-CoA_lyase_(EC_4.1.3.4)	0.666666667	5.4	6.238888889	3	5.45
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Hydroxymethylglutaryl-CoA_reductase_(EC_1.1.1.34)	4.25	9.833333333	4.583333333	7	4.666666667
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Hydroxymethylglutaryl-CoA_reductase_(EC_1.1.1.34)_/_Mevalonate_kinase_(EC_2.7.1.36)	0	0	1	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4)	0.333333333	3.25	2.666666667	2.666666667	3.761904762
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	"Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4);_Acyl-CoA_dehydrogenase,_short-chain_specific_(EC_1.3.8.1)"	0	0	0.25	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	"Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4);_Acyl-CoA_dehydrogenase,_short-chain_specific_(EC_1.3.99.2)"	0	0	0	0	0.142857143
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4);_Butyryl-CoA_dehydrogenase_(EC_1.3.8.1)	0	0.166666667	0	0.666666667	0
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Leucine_dehydrogenase_(EC_1.4.1.9)	0	9.666666667	0.833333333	8	5.5
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Methylcrotonyl-CoA_carboxylase_biotin-containing_subunit_(EC_6.4.1.4)	0.285714286	4	6.222222222	3.75952381	1.80952381
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Methylcrotonyl-CoA_carboxylase_carboxyl_transferase_subunit_(EC_6.4.1.4)	1.096480331	3.619047619	2.354437229	3.5	3.431684982
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Methylglutaconyl-CoA_hydratase_(EC_4.2.1.18)	1.303921569	4.416666667	3.878571429	4.583333333	6
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Succinyl-CoA:3-ketoacid-coenzyme_A_transferase_subunit_A_(EC_2.8.3.5)	0.2	9.2	1.366666667	3	4.983333333
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Degradation and HMG-CoA Metabolism	Succinyl-CoA:3-ketoacid-coenzyme_A_transferase_subunit_B_(EC_2.8.3.5)	2	10.28571429	2.166666667	6	4.4
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)	0.376470588	0.2	0.672222222	0.25	0
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)_@_17hydroxysteroid_dehydrogenase_type_10_(HSD10)-like	0.2	0	0	0	0.2
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	3-hydroxyadipyl-CoA_dehydrogenase	0	0.333333333	0	0.166666667	0.333333333
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	3-hydroxybutyryl-CoA_dehydrogenase_(EC_1.1.1.157);_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)	1.077380952	0.166666667	0.601190476	0	0.285714286
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	3-hydroxyisobutyrate_dehydrogenase_(EC_1.1.1.31)	3.30952381	8.666666667	14.62857143	6	12.33333333
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	3-hydroxyisobutyryl-CoA_hydrolase_(EC_3.1.2.4)	2.333333333	11.75	4	5	1
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Acyl-CoA_dehydrogenase_PA4979	0	0	0.066666667	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Branched-chain_acyl-CoA_dehydrogenase_(EC_1.3.99.12)	0	0.25	3.083333333	0.25	2.416666667
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	"Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_alpha_subunit_(EC_1.2.4.4)"	0.5	2.25	0.333333333	0.833333333	1.4
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	"Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_alpha_subunit_(EC_1.2.4.4)_/_Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_beta_subunit_(EC_1.2.4.4)"	0.333333333	1.95	2.033333333	2.5	1.4
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	"Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_beta_subunit_(EC_1.2.4.4)"	0.45	2.501190476	0.513157895	0.680555556	1.488888889
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Branched-chain_amino_acid_aminotransferase_(EC_2.6.1.42)	0.451680672	1.502482996	2.039321789	0.661111111	1.849029157
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Butyryl-CoA_dehydrogenase_(EC_1.3.8.1)	0.035714286	0.23091133	1.113451013	0.25	0.243589744
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Butyryl-CoA_dehydrogenase_(EC_1.3.99.2)	0.767857143	1.594637068	2.650379365	0.358766234	1.616711943
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Carnitine_3-dehydrogenase_(EC_1.1.1.108)_@_3-hydroxybutyryl-CoA_dehydrogenase_(EC_1.1.1.157)_@_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)	0.166666667	0	0	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Dihydrolipoamide_acyltransferase_component_of_branched-chain_alpha-keto_acid_dehydrogenase_complex_(EC_2.3.1.168)	0	0.458333333	0.129405286	0.407894737	0.661862991
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Dihydrolipoamide_dehydrogenase_of_branched-chain_alpha-keto_acid_dehydrogenase_(EC_1.8.1.4)	0.25	0.25	0.333333333	0	0.0625
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Dihydrolipoamide_dehydrogenase_of_branched-chain_alpha-keto_acid_dehydrogenase_(EC_1.8.1.4)_/_Dihydrolipoamide_dehydrogenase_(EC_1.8.1.4)	0	0	0	0.142857143	0.285714286
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Dihydrolipoamide_succinyltransferase_component_(E2)_of_2-oxoglutarate_dehydrogenase_complex_(EC_2.3.1.61)	0	0	0.004405286	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Enoyl-CoA_hydratase_(EC_4.2.1.17)	2.070854146	0.402777778	3.692338217	1.601190476	0.691666667
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	"Enoyl-CoA_hydratase_(EC_4.2.1.17)_/_3,2-trans-enoyl-CoA_isomerase_(EC_5.3.3.8)_/_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)"	0	0	0	0	0.112903226
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Enoyl-CoA_hydratase_(EC_4.2.1.17)_/_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)_/_3-hydroxybutyryl-CoA_epimerase_(EC_5.1.2.3)	2.306818182	0.595238095	0.761904762	0.285714286	0.993506494
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Enoyl-CoA_hydratase_(EC_4.2.1.17)_/_Delta(3)-cis-delta(2)-trans-enoyl-CoA_isomerase_(EC_5.3.3.8)_/_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)_/_3-hydroxybutyryl-CoA_epimerase_(EC_5.1.2.3)	2.047510823	4.774223723	2.354711955	1.666089466	5.669661485
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Enoyl-CoA_hydratase_[isoleucine_degradation]_(EC_4.2.1.17)_/_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)	0	0.333333333	0.7	1.133333333	0.166666667
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Enoyl-CoA_hydratase_[isoleucine_degradation]_(EC_4.2.1.17)_/_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)_/_3-hydroxybutyryl-CoA_epimerase_(EC_5.1.2.3)	0.7	0	2.34047619	1.65	0.548484849
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Enoyl-CoA_hydratase_[valine_degradation]_(EC_4.2.1.17)	0	1	1.125	0	0.5
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Enoyl-CoA_hydratase_[valine_degradation]_(EC_4.2.1.17)_/_Enoyl-CoA_hydratase_[isoleucine_degradation]_(EC_4.2.1.17)	1.333333333	6.291666667	0.5	1	4.5
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Methylmalonate-semialdehyde_dehydrogenase_(EC_1.2.1.27)	4.333333333	24.9620743	10.16666667	9.5	24.13988095
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Predicted_protein_[Source:UniProtKB/TrEMBL;Acc:B9ILU7]	0	0	0.2	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Probable_acyl-CoA_dehydrogenase_(EC_1.3.99.3)	0	0	0.5	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Putative_acyl-CoA_dehydrogenase	0	0	0.166666667	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	Transcriptional_regulator_BkdR_of_isoleucine_and_valine_catabolism_operon	0	1.2	0	0	0.5
Amino Acids and Derivatives	Branched-chain amino acids	Valine degradation	phosphotransbutyrylase_(EC_2.3.1.19)	0.333333333	0	0	0.333333333	0
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	Glutamate dehydrogenases	NAD-specific_glutamate_dehydrogenase_(EC_1.4.1.2)	0	0.5	0	0.5	0
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	Glutamate dehydrogenases	"NAD-specific_glutamate_dehydrogenase_(EC_1.4.1.2),_large_form"	6	33	4.5	10	20
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	Glutamate dehydrogenases	NAD-specific_glutamate_dehydrogenase_(EC_1.4.1.2);_NADP-specific_glutamate_dehydrogenase_(EC_1.4.1.4)	3.25	1.45	3.6	2.750724638	1.333333333
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	Glutamate dehydrogenases	NADP-specific_glutamate_dehydrogenase_(EC_1.4.1.4)	1.622222222	4.233333333	1.533333333	1.415686275	2.066666667
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	Glutamine synthetases	"Glutamine_synthetase_(EC_6.3.1.2),_putative"	0	0	3	0	0
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	Glutamine synthetases	"Glutamine_synthetase_type_II,_eukaryotic_(EC_6.3.1.2)"	0	0.833333333	0.916666667	1.5	1.333333333
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	Glutamine synthetases	"Glutamine_synthetase_type_III,_GlnN_(EC_6.3.1.2)"	0	1.75	0.833333333	2	0.785714286
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	Glutamine synthetases	Glutamine_synthetase_type_I_(EC_6.3.1.2)	21.69116269	10.97771196	11.02991453	4.716666667	11.48167176
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	Glutamine synthetases	glutamine_synthetase_family_protein	4.5	5.5	5.333333333	7.833333333	10.5
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Alanine_transaminase_(EC_2.6.1.2)_##_AlaA	0.188596491	0.151111111	0	0	0.590909091
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Asparagine_synthetase_[glutamine-hydrolyzing]_(EC_6.3.5.4)	9.472972973	42.5	24.16666667	20.5	34.75
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Asparagine_synthetase_[glutamine-hydrolyzing]_(EC_6.3.5.4)_AsnB	0	1	0	0	0
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Asparagine_synthetase_[glutamine-hydrolyzing]_(EC_6.3.5.4)_AsnH	0	0	2	2	1
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Aspartate--ammonia_ligase_(EC_6.3.1.1)	14	2	1	2	3
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Aspartate_aminotransferase_(EC_2.6.1.1)	9.483412786	12.36666667	8.970833333	5.816666667	9.657178932
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Aspartate_aminotransferase_(EC_2.6.1.1)_/_Glutamine-dependent_2-keto-4-methylthiobutyrate_transaminase	0.167832168	0.2	0.4	0	0.25
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Aspartate_aminotransferase_(EC_2.6.1.1)_@_Biosynthetic_Aromatic_amino_acid_aminotransferase_alpha_(EC_2.6.1.57)	0	0.142857143	0.226190476	0.142857143	0.226190476
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Aspartate_aminotransferase_(EC_2.6.1.1)_@_Histidinol-phosphate_aminotransferase_(EC_2.6.1.9)	0	0	0.090909091	0.2	0
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Aspartate_ammonia-lyase_(EC_4.3.1.1)	5.416666667	27.26666667	6.666666667	10.63333333	10.36666667
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Aspartate_racemase_(EC_5.1.1.13)	5	5	2	1	10
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Biosynthetic_Aromatic_amino_acid_aminotransferase_alpha_(EC_2.6.1.57)_@_Aromatic-amino-acid_aminotransferase_(EC_2.6.1.57)_@_Aspartate_aminotransferase_(EC_2.6.1.1)	0.1875	0	0	0	0.125
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Biosynthetic_Aromatic_amino_acid_aminotransferase_alpha_(EC_2.6.1.57)_@_Aspartate_aminotransferase_(EC_2.6.1.1)	0	1.644444444	0.166666667	0.5	0.111111111
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	"Cystathionine_beta-lyase,_type_II_(EC_4.4.1.8)"	0	0	0.5	0	0.7
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	"DNA-binding_protein_DoeX,_ectoine_utilization_regulator"	0	0	0	0.5	0
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Ferredoxin-dependent_glutamate_synthase_(EC_1.4.7.1)	4.916666667	8.011904762	6	6.416666667	2.666666667
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Glutamate_racemase_(EC_5.1.1.3)	2.566666667	6.833333333	8.133333333	5	9.395238095
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Glutamate_synthase_[NADPH]_large_chain_(EC_1.4.1.13)	33.38939014	71.93712121	44.99267399	32.5	90.07176562
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Glutamate_synthase_[NADPH]_large_chain_(EC_1.4.1.13)_#_frameshift	0.108187135	0.098214286	0	0	0.334205078
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Glutamate_synthase_[NADPH]_putative_GlxC_chain_(EC_1.4.1.13)	0	0	2.666666667	0.5	1
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Glutamate_synthase_[NADPH]_small_chain_(EC_1.4.1.13)	12.82319902	39.89413919	27.74210526	11.21176471	33.74932845
Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"	"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	Glutaminase_(EC_3.5.1.2)	7	21	2	1	13
